source_url,specific_area,listing_type,bedrooms,land_area_m2,area_m2,price_idr,tenure_type,seller_type,agent_name,contact_phone,contact_whatsapp,rental_suitability,rental_suitability_score
https://www.rumah123.com/properti/badung-kerobokan/4-unit-villa-cantik-di-kerobokan-shm-dekat-kuta-seminyak-canggu-vls156107/?priceCurrency=IDR,Kerobokan,villa,2,120,140,3150000000,freehold,owner,,+62213049612,,short_term,75
https://www.rumah123.com/properti/badung-canggu/brand-new-villa-canggu-pererenan-3-lantai-shm-view-sawah-hos18738252/?priceCurrency=IDR,Canggu,villa,2,81,205,4300000000,freehold,agent,,+6221304961230,,short_term,75
https://www.rumah123.com/properti/badung-canggu/2-bedroom-villa-canggu-bali-lokasi-strategis-hos39872329/?priceCurrency=IDR,Canggu,villa,2,109,150,4400000000,freehold,agent,,+62213049612,,short_term,75
https://www.rumah123.com/properti/badung-seminyak/villa-2-bedrooms-seminyak-pantai-batu-belig-bali-shm-hos41444541/?priceCurrency=IDR,Seminyak,villa,2,130,140,4500000000,freehold,agent,,+62213049612,,short_term,75
https://www.rumah123.com/properti/badung-canggu/villa-modern-tropical-canggu-one-gate-system-hos19188811/?priceCurrency=IDR,Canggu,villa,2,120,134,5500000000,freehold,agent,,,,short_term,75
https://www.rumah123.com/properti/badung-seminyak/new-villa-freehold-exclusive-cluster-seminyak-bali-hos39880338/?priceCurrency=IDR,Seminyak,villa,2,122,171,6700000000,freehold,agent,,+62213049612,,short_term,75
https://www.rumah123.com/properti/badung-kerobokan/villa-strategis-kawasan-favorit-dekat-lollypop-preschool-hos40932408/?priceCurrency=IDR,Kerobokan,villa,2,200,210,6800000000,freehold,agent,,+62213049612,,short_term,75
https://www.rumah123.com/properti/badung-canggu/brand-new-modern-villa-berawa-canggu-bali-siap-huni-hos41438225/?priceCurrency=IDR,Canggu,villa,2,156,164,6800000000,freehold,agent,,+62213049612,,short_term,75
https://www.rumah123.com/properti/badung-seminyak/villa-baru-siap-huni-shm-fully-furnished-seminyak-bali-vls249963/?priceCurrency=IDR,Seminyak,villa,2,300,165,7500000000,freehold,agent,Sora Realty Bali,+62213049612,,short_term,75
https://www.rumah123.com/properti/badung-seminyak/villa-seminyak-full-furnished-parang-kencana-residences-vls185117/?priceCurrency=IDR,Seminyak,villa,2,120,171,8500000000,freehold,agent,,+62213049612,,short_term,75
https://www.rumah123.com/properti/badung-canggu/modern-welness-living-di-sisi-pantai-canggu-dekat-sensorium-vls241197/?priceCurrency=IDR,Canggu,villa,2,140,284,9620000000,freehold,agent,RE/MAX Jaya,,,short_term,75
https://www.rumah123.com/properti/badung-canggu/villa-premium-5star-resort-concept-di-pusat-canggu-hos40783210/?priceCurrency=IDR,Canggu,villa,2,148,284,10100000000,freehold,agent,Discovery Bali Official,+62213049612,,short_term,75
https://www.rumah123.com/properti/badung-canggu/villa-mewah-shm-fully-furnish-dekat-pantai-canggu-bali-vls171800/?priceCurrency=IDR,Canggu,villa,2,150,284,10200000000,freehold,agent,Sora Realty Bali,+62 21 30496123,,short_term,75
https://www.rumah123.com/properti/badung-canggu/villa-guest-house-bawah-pasaran-di-canggu-vls14239/?priceCurrency=IDR,Canggu,villa,2,590,600,20000000000,freehold,agent,,+6221304961230,,short_term,75
https://www.rumah123.com/properti/badung-kerobokan/investasi-cerdas-di-kerobokan-villa-baru-leasehold-25-tahun-siap-sewahuni-vls179403/?priceCurrency=IDR,Kerobokan,villa,2,155,78,3250000000,leasehold,owner,,+62213049612,,short_term,70
https://www.rumah123.com/properti/badung-pererenan/luxury-2br-villa-in-pererenan-prime-location-near-canggu-vls246668/?priceCurrency=IDR,Pererenan,villa,2,98,126,4250000000,leasehold,agent,,+6221304961230,,short_term,70
https://www.rumah123.com/properti/badung-kerobokan/villa-baru-strategis-dekat-finns-with-pool-furnished-kerobokan-vls252354/?priceCurrency=IDR,Kerobokan,villa,2,125,184,4500000000,unknown,,,,,short_term,70
https://www.rumah123.com/properti/badung-canggu/new-villa-padonan-canggu-bali-1-lantai-2-bedroom-hos41243666/?priceCurrency=IDR,Canggu,rumah,2,200,120,4000000000,freehold,owner,,,,short_term,65
